,,Recensione,Esito
Amazon,783,I don't think it would hold it too securly on your belt.,0
Amazon,784,This allows the possibility of double booking for the same date and time after the first.,0
Amazon,785,They work about 2 weeks then break.,0
Amazon,786,It is simple to use and I like it.,1
Amazon,787,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
Amazon,788,I can't use this case because the smell is disgusting.,0
Amazon,789,NOT WHAT I WANTED.,0
Amazon,790,I own 2 of these cases and would order another.,1
Amazon,791,Great Phone.,1
Amazon,792,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
Amazon,793,"The internet access was fine, it the rare instance that it worked.",0
Amazon,794,Perfect for the PS3.,1
Amazon,795,"Five star Plus, plus.",1
Amazon,796,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
Amazon,797,$50 Down the drain.,0
Amazon,798,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
Amazon,799,"Good , works fine.",1
Amazon,800,For the price this was a great deal.,1
Amazon,801,"Great price, too!",1
Amazon,802,"If there is a wind, it is completely useless.",0
Amazon,803,Yes it's shiny on front side - and I love it!,1
Amazon,804,Does Not Work.,0
Amazon,805,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0
Amazon,806,The reception through this headset is excellent.,1
Amazon,807,2 thumbs up to this seller,1
Amazon,808,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1
Amazon,809,Improper description.... I had to return it.,0
Amazon,810,#1 It Works - #2 It is Comfortable.,1
Amazon,811,Battery charge-life is quite long.,1
Amazon,812,The Jabra EarGels fit my ears very well.,1
Amazon,813,Battery has no life.,0
Amazon,814,I checked everywhere and there is no feature for it which is really disappointing.,0
Amazon,815,Product is exactly as described.,1
Amazon,816,Gets a signal when other Verizon phones won't.,1
Amazon,817,Doesn't do the job.,0
Amazon,818,I would recommend it.,1
Amazon,819,Plan on ordering from them again and again.,1
Amazon,820,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1
Amazon,821,I have been very satisfied with this cell phone from day one.,1
Amazon,822,They keep getting better and better (this is my third one and I've had numerous Palms too).,1
Amazon,823,Awkward to use and unreliable.,0
Amazon,824,The shipping time was also very quick!,1
Amazon,825,Not as good as I had hoped.,0
Amazon,826,Good case!.,1
Amazon,827,Doesn't Work.,0
Amazon,828,Really good product.,1
Amazon,829,Unfortunately it did not work.,0
Amazon,830,All three broke within two months of use.,0
Amazon,831,dont buy it.,0
Amazon,832,"My father has the V265, and the battery is dying.",0
Amazon,833,"However, the ear pads come off easily and after only one week I lost one.",0
Amazon,834,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0
Amazon,835,"Horrible, horrible protector.",0
Amazon,836,I don't like this Nokia either.,0
Amazon,837,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0
Amazon,838,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0
Amazon,839,It would take too long to describe how bad my customer service experience has been with Amazon.,0
Amazon,840,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0
Amazon,841,Terrible.. My car will not accept this cassette.,0
Amazon,842,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0
Amazon,843,It's not what it says it is.,0
Amazon,844,Stay Away From the Q!.,0
Amazon,845,Used and dirty.,0
Amazon,846,Very unreliable service from T-mobile !,0
Amazon,847,Not good enough for the price.,0
Amazon,848,I bought two of them and neither will charge.,0
Amazon,849,It looks very nice.,1
Amazon,850,"This is an excellent tool, especially when paired with your phone's auto-answer.",1
Amazon,851,I have read other's reviews here but I haven't had any problem with it.,1
Amazon,852,These products cover up the important light sensor above the ear outlet.,0
Amazon,853,Comfortable in my hand.,1
Amazon,854,Just does not work.,0
Amazon,855,Poor Reliability.,0
Amazon,856,(It works!),1
Amazon,857,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0
Amazon,858,"Terrible product, and waste of money!",0
Amazon,859,Last time buying from you.,0
Amazon,860,It was a waste of my money.,0
Amazon,861,So far it has worked like a charm.,1
Amazon,862,"I have only had it for a few weeks, but so far, so good.",1
Amazon,863,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1
Amazon,864,Would recommend this item.,1
Amazon,865,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1
Amazon,866,"Nice case, feels good in your hands.",1
Amazon,867,The item received was Counterfeit.,0
Amazon,868,"Just really good.. So far, probably the best BT headset I have ever had.",1
Amazon,869,Works fine.,1
Amazon,870,I received my headset in good time and was happy with it.,1
Amazon,871,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
Amazon,872,My sister has one also and she loves it.,1
Amazon,873,Good Quality.,1
Amazon,874,This is by far the worst purchase I've made on Amazon.,0
Amazon,875,Excellent dual-purpose headset.,1
Amazon,876,Excellent!.,1
Amazon,877,Does not work for listening to music with the cingular 8125.,0
Amazon,878,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1
Amazon,879,"The bottowm line...another worthless, cheap gimmick from Sprint.",0
Amazon,880,Having trouble with volume.,0
Amazon,881,The only good thing was that it fits comfortably on small ears.,1
Amazon,882,WARNING - DO NOT BUY!!.,0
Amazon,883,"I am pairing this with my iphone, and I could not be happier with it so far.",1
Amazon,884,"When it opens, the battery connection is broken and the device is turned off.",0
Amazon,885,"I didn't want the clip going over the top of my ear, causing discomfort.",0
Amazon,886,Best headset ever!!!.,1
Amazon,887,Don't trust their website and don't expect any helpful support.,0
Amazon,888,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1
Amazon,889,The speaker is of low quality so as making the ring tones sound very cheap.,0
Amazon,890,"Fits comfortably, came with three sizes of earbud tips.",1
Amazon,891,Excellent product for the price.,1
Amazon,892,Bad Reception.,0
Amazon,893,This product is very High quality Chinese CRAP!!!!!!,0
Amazon,894,It was quite comfortable in the ear.,1
Amazon,895,Great phone.,1
Amazon,896,Don't buy this product - It fails!.,0
Amazon,897,Everything about this product is wrong.First,0
Amazon,898,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1
Amazon,899,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0
Amazon,900,Terrible phone holder.,0
Amazon,901,The cutouts and buttons are placed perfectly.,1
Amazon,902,I love being able to use one headset for both by land-line and cell.,1
Amazon,903,Problem is that the ear loops are made of weak material and break easily.,0
Amazon,904,Not nearly as good looking as the AMAZON picture makes it look.,0
Amazon,905,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1
Amazon,906,How stupid is that?,0
Amazon,907,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1
Amazon,908,Seller shipped quickly and much cheaper than the competitors.,1
Amazon,909,"Good show, Samsung.",1
Amazon,910,So I bought about 10 of these and saved alot of money.,1
Amazon,911,It always cuts out and makes a beep beep beep sound then says signal failed.,0
Amazon,912,Couldn't figure it out,0
Amazon,913,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0
Amazon,914,So I had to take the battery out of the phone put it all back together and then restart it.,0
Amazon,915,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0
Amazon,916,Leopard Print is wonderfully wild!.,1
Amazon,917,Works for me.,1
Amazon,918,"Saggy, floppy piece of junk.",0
Amazon,919,much better than the hard plastic cases.,1
Amazon,920,It also had a new problem.,0
Amazon,921,Happy so far!.,1
Amazon,922,cool phone.,1
Amazon,923,Works good.,1
Amazon,924,Motorola finally got the voice quality of a bluetooth headset right.,1
Amazon,925,It looses connection to the phone even when it is within a couple feet between the two.,0
Amazon,926,"but it is great, i would really recommend it",1
Amazon,927,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0
Amazon,928,As I said above....PRETTY USELESS!,0
Amazon,929,Never got it!!!!!,0
Amazon,930,This pair of headphones is the worst that I have ever had sound-wise.,0
Amazon,931,[...] down the drain because of a weak snap!,0
Amazon,932,Does not charge the Cingular (ATT) 8525 phone.,0
Amazon,933,"You get extra minutes so that you can carry out the call and not get cut off.""",1
Amazon,934,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0
Amazon,935,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0
Amazon,936,The headset fulfills my requirements so I am happy with my purchase.,1
Amazon,937,Logitech Bluetooth Headset is a 10!.,1
Amazon,938,"I like the fact that it rests lightly against your ear, rather than inside.",1
